TransactionID,CustomerID,TransactionDate,Amount,Category,DayOfWeek,Month,Hour,PriceRange
179,2860,2023-01-08 11:00:00,65.7,Clothing,6,1,11,Low
180,3491,2023-01-08 12:00:00,282.6,Electronics,6,1,12,Medium
181,2677,2023-01-08 13:00:00,284.21,Health,6,1,13,Medium
182,4881,2023-01-08 14:00:00,51.5,Electronics,6,1,14,Low
183,1366,2023-01-08 15:00:00,404.72,Electronics,6,1,15,High
184,3982,2023-01-08 16:00:00,14.49,Clothing,6,1,16,Low
185,2147,2023-01-08 17:00:00,298.59,Electronics,6,1,17,Medium
186,3287,2023-01-08 18:00:00,479.36,Health,6,1,18,High
187,2357,2023-01-08 19:00:00,351.55,Health,6,1,19,High
188,3402,2023-01-08 20:00:00,288.49,Electronics,6,1,20,Medium
189,3189,2023-01-08 21:00:00,498.75,Groceries,6,1,21,High
190,3710,2023-01-08 22:00:00,151.38,Electronics,6,1,22,Medium
191,3833,2023-01-08 23:00:00,85.27,Health,6,1,23,Low
192,4632,2023-01-09 00:00:00,407.72,Clothing,0,1,0,High
193,4044,2023-01-09 01:00:00,133.52,Electronics,0,1,1,Medium
194,2541,2023-01-09 02:00:00,263.26,Electronics,0,1,2,Medium
195,1153,2023-01-09 03:00:00,83.74,Health,0,1,3,Low
196,4220,2023-01-09 04:00:00,198.76,Clothing,0,1,4,Medium
197,3438,2023-01-09 05:00:00,147.19,Electronics,0,1,5,Medium
198,2515,2023-01-09 06:00:00,182.6,Electronics,0,1,6,Medium
199,2470,2023-01-09 07:00:00,68.26,Electronics,0,1,7,Low
200,1597,2023-01-09 08:00:00,267.65,Groceries,0,1,8,Medium
201,3926,2023-01-09 09:00:00,58.56,Groceries,0,1,9,Low
202,2178,2023-01-09 10:00:00,263.34,Clothing,0,1,10,Medium
203,3488,2023-01-09 11:00:00,494.45,Electronics,0,1,11,High
204,2094,2023-01-09 12:00:00,60.64,Health,0,1,12,Low
205,1587,2023-01-09 13:00:00,243.66,Electronics,0,1,13,Medium
206,3907,2023-01-09 14:00:00,149.93,Groceries,0,1,14,Medium
207,3436,2023-01-09 15:00:00,142.55,Clothing,0,1,15,Medium
208,2894,2023-01-09 16:00:00,84.62,Clothing,0,1,16,Low
209,4115,2023-01-09 17:00:00,384.35,Groceries,0,1,17,High
210,2961,2023-01-09 18:00:00,117.55,Clothing,0,1,18,Medium
211,2999,2023-01-09 19:00:00,461.94,Health,0,1,19,High
212,3040,2023-01-09 20:00:00,428.89,Clothing,0,1,20,High
213,4985,2023-01-09 21:00:00,483.63,Groceries,0,1,21,High
214,3492,2023-01-09 22:00:00,214.89,Electronics,0,1,22,Medium
215,4936,2023-01-09 23:00:00,355.86,Health,0,1,23,High
216,3683,2023-01-10 00:00:00,71.3,Electronics,1,1,0,Low
217,2989,2023-01-10 01:00:00,177.6,Electronics,1,1,1,Medium
218,4065,2023-01-10 02:00:00,152.11,Groceries,1,1,2,Medium
219,1910,2023-01-10 03:00:00,453.13,Electronics,1,1,3,High
220,2517,2023-01-10 04:00:00,36.9,Clothing,1,1,4,Low
221,1536,2023-01-10 05:00:00,377.93,Groceries,1,1,5,High
222,3685,2023-01-10 06:00:00,47.88,Clothing,1,1,6,Low
223,3716,2023-01-10 07:00:00,299.18,Groceries,1,1,7,Medium
224,1741,2023-01-10 08:00:00,388.94,Groceries,1,1,8,High
225,2021,2023-01-10 09:00:00,9.78,Groceries,1,1,9,Low
226,1947,2023-01-10 10:00:00,87.28,Clothing,1,1,10,Low
227,2584,2023-01-10 11:00:00,229.21,Electronics,1,1,11,Medium
228,3408,2023-01-10 12:00:00,492.8,Clothing,1,1,12,High
229,2978,2023-01-10 13:00:00,63.49,Health,1,1,13,Low
230,4310,2023-01-10 14:00:00,187.35,Electronics,1,1,14,Medium
231,3667,2023-01-10 15:00:00,255.8,Health,1,1,15,Medium
232,1120,2023-01-10 16:00:00,56.94,Health,1,1,16,Low
233,2067,2023-01-10 17:00:00,100.46,Health,1,1,17,Medium
234,2822,2023-01-10 18:00:00,73.74,Clothing,1,1,18,Low
235,1977,2023-01-10 19:00:00,418.0,Health,1,1,19,High
236,4149,2023-01-10 20:00:00,460.9,Groceries,1,1,20,High
237,2717,2023-01-10 21:00:00,349.53,Electronics,1,1,21,High
238,4070,2023-01-10 22:00:00,368.64,Clothing,1,1,22,High
239,3606,2023-01-10 23:00:00,25.69,Health,1,1,23,Low
240,3655,2023-01-11 00:00:00,399.44,Electronics,2,1,0,High
241,1992,2023-01-11 01:00:00,246.8,Electronics,2,1,1,Medium
242,4981,2023-01-11 02:00:00,443.62,Electronics,2,1,2,High
243,2014,2023-01-11 03:00:00,328.1,Clothing,2,1,3,High
244,3788,2023-01-11 04:00:00,494.78,Electronics,2,1,4,High
245,2880,2023-01-11 05:00:00,383.82,Groceries,2,1,5,High
246,1240,2023-01-11 06:00:00,452.94,Electronics,2,1,6,High
247,3166,2023-01-11 07:00:00,92.04,Clothing,2,1,7,Low
248,4287,2023-01-11 08:00:00,34.71,Clothing,2,1,8,Low
249,3502,2023-01-11 09:00:00,474.82,Electronics,2,1,9,High
250,1988,2023-01-11 10:00:00,327.85,Health,2,1,10,High
251,3971,2023-01-11 11:00:00,382.53,Groceries,2,1,11,High
252,2269,2023-01-11 12:00:00,477.82,Health,2,1,12,High
253,4081,2023-01-11 13:00:00,381.52,Health,2,1,13,High
254,3457,2023-01-11 14:00:00,151.33,Groceries,2,1,14,Medium
255,4747,2023-01-11 15:00:00,178.93,Groceries,2,1,15,Medium
256,1480,2023-01-11 16:00:00,353.25,Clothing,2,1,16,High
257,4737,2023-01-11 17:00:00,371.56,Health,2,1,17,High
258,2497,2023-01-11 18:00:00,326.64,Groceries,2,1,18,High
259,1439,2023-01-11 19:00:00,375.68,Groceries,2,1,19,High
260,3472,2023-01-11 20:00:00,251.45,Electronics,2,1,20,Medium
261,4353,2023-01-11 21:00:00,272.79,Health,2,1,21,Medium
262,1279,2023-01-11 22:00:00,113.66,Groceries,2,1,22,Medium
263,2817,2023-01-11 23:00:00,324.58,Clothing,2,1,23,High
264,1437,2023-01-12 00:00:00,230.14,Clothing,3,1,0,Medium
265,2553,2023-01-12 01:00:00,479.38,Health,3,1,1,High
266,1374,2023-01-12 02:00:00,298.63,Health,3,1,2,Medium
267,3889,2023-01-12 03:00:00,303.41,Groceries,3,1,3,High
268,4021,2023-01-12 04:00:00,13.81,Health,3,1,4,Low
269,2736,2023-01-12 05:00:00,96.04,Health,3,1,5,Low
270,2687,2023-01-12 06:00:00,410.27,Clothing,3,1,6,High
271,2470,2023-01-12 07:00:00,92.04,Electronics,3,1,7,Low
272,3087,2023-01-12 08:00:00,13.15,Clothing,3,1,8,Low
273,1070,2023-01-12 09:00:00,439.65,Groceries,3,1,9,High
274,2418,2023-01-12 10:00:00,367.32,Clothing,3,1,10,High
275,1739,2023-01-12 11:00:00,238.95,Clothing,3,1,11,Medium
276,2054,2023-01-12 12:00:00,155.77,Groceries,3,1,12,Medium
277,4953,2023-01-12 13:00:00,207.15,Electronics,3,1,13,Medium
278,2195,2023-01-12 14:00:00,377.39,Groceries,3,1,14,High
279,4019,2023-01-12 15:00:00,494.14,Clothing,3,1,15,High
280,3253,2023-01-12 16:00:00,100.27,Groceries,3,1,16,Medium
281,4584,2023-01-12 17:00:00,116.75,Groceries,3,1,17,Medium
282,2568,2023-01-12 18:00:00,91.37,Health,3,1,18,Low
283,2033,2023-01-12 19:00:00,366.68,Clothing,3,1,19,High
284,1754,2023-01-12 20:00:00,411.59,Electronics,3,1,20,High
285,2168,2023-01-12 21:00:00,378.9,Electronics,3,1,21,High
286,3807,2023-01-12 22:00:00,111.37,Clothing,3,1,22,Medium
287,4479,2023-01-12 23:00:00,87.76,Electronics,3,1,23,Low
288,1683,2023-01-13 00:00:00,166.49,Clothing,4,1,0,Medium
289,2800,2023-01-13 01:00:00,357.36,Groceries,4,1,1,High
290,3516,2023-01-13 02:00:00,115.63,Clothing,4,1,2,Medium
291,4009,2023-01-13 03:00:00,21.42,Groceries,4,1,3,Low
292,1267,2023-01-13 04:00:00,389.25,Electronics,4,1,4,High
293,2341,2023-01-13 05:00:00,249.12,Health,4,1,5,Medium
294,4672,2023-01-13 06:00:00,397.28,Clothing,4,1,6,High
295,3529,2023-01-13 07:00:00,316.54,Health,4,1,7,High
296,3249,2023-01-13 08:00:00,29.36,Health,4,1,8,Low
297,1030,2023-01-13 09:00:00,92.37,Groceries,4,1,9,Low
298,3884,2023-01-13 10:00:00,382.49,Electronics,4,1,10,High
299,1091,2023-01-13 11:00:00,320.63,Clothing,4,1,11,High
300,1414,2023-01-13 12:00:00,466.07,Clothing,4,1,12,High
301,3925,2023-01-13 13:00:00,201.9,Clothing,4,1,13,Medium
302,3151,2023-01-13 14:00:00,127.36,Health,4,1,14,Medium
303,3511,2023-01-13 15:00:00,325.89,Groceries,4,1,15,High
304,4298,2023-01-13 16:00:00,403.84,Electronics,4,1,16,High
305,3276,2023-01-13 17:00:00,61.21,Health,4,1,17,Low
306,4209,2023-01-13 18:00:00,217.2,Groceries,4,1,18,Medium
307,4260,2023-01-13 19:00:00,73.8,Groceries,4,1,19,Low
308,1098,2023-01-13 20:00:00,335.08,Clothing,4,1,20,High
309,1398,2023-01-13 21:00:00,362.36,Groceries,4,1,21,High
310,4895,2023-01-13 22:00:00,366.89,Electronics,4,1,22,High
311,2262,2023-01-13 23:00:00,279.2,Clothing,4,1,23,Medium
312,1814,2023-01-14 00:00:00,109.0,Groceries,5,1,0,Medium
313,1392,2023-01-14 01:00:00,324.98,Health,5,1,1,High
314,3640,2023-01-14 02:00:00,324.41,Groceries,5,1,2,High
315,1852,2023-01-14 03:00:00,44.57,Electronics,5,1,3,Low
316,4095,2023-01-14 04:00:00,340.96,Clothing,5,1,4,High
317,4867,2023-01-14 05:00:00,87.11,Health,5,1,5,Low
318,4493,2023-01-14 06:00:00,93.29,Clothing,5,1,6,Low
319,3744,2023-01-14 07:00:00,23.52,Electronics,5,1,7,Low
320,3574,2023-01-14 08:00:00,245.61,Health,5,1,8,Medium
321,3806,2023-01-14 09:00:00,306.11,Clothing,5,1,9,High
322,2953,2023-01-14 10:00:00,303.01,Electronics,5,1,10,High
323,3505,2023-01-14 11:00:00,296.56,Groceries,5,1,11,Medium
324,2572,2023-01-14 12:00:00,366.65,Electronics,5,1,12,High
325,1799,2023-01-14 13:00:00,351.66,Groceries,5,1,13,High
326,3336,2023-01-14 14:00:00,205.99,Health,5,1,14,Medium
327,2920,2023-01-14 15:00:00,463.8,Health,5,1,15,High
328,3898,2023-01-14 16:00:00,242.99,Groceries,5,1,16,Medium
329,4980,2023-01-14 17:00:00,223.21,Electronics,5,1,17,Medium
330,2179,2023-01-14 18:00:00,112.2,Health,5,1,18,Medium
331,3489,2023-01-14 19:00:00,74.46,Electronics,5,1,19,Low
332,3892,2023-01-14 20:00:00,59.42,Electronics,5,1,20,Low
333,1773,2023-01-14 21:00:00,206.84,Electronics,5,1,21,Medium
334,4626,2023-01-14 22:00:00,295.8,Electronics,5,1,22,Medium
335,4736,2023-01-14 23:00:00,34.1,Clothing,5,1,23,Low
336,3215,2023-01-15 00:00:00,244.9,Groceries,6,1,0,Medium
337,4749,2023-01-15 01:00:00,234.28,Health,6,1,1,Medium
338,3805,2023-01-15 02:00:00,348.86,Groceries,6,1,2,High
339,3766,2023-01-15 03:00:00,11.24,Groceries,6,1,3,Low
340,3006,2023-01-15 04:00:00,443.59,Electronics,6,1,4,High
341,1356,2023-01-15 05:00:00,470.15,Health,6,1,5,High
342,1941,2023-01-15 06:00:00,229.24,Clothing,6,1,6,Medium
343,2312,2023-01-15 07:00:00,7.51,Groceries,6,1,7,Low
344,2907,2023-01-15 08:00:00,414.77,Groceries,6,1,8,High
345,4041,2023-01-15 09:00:00,131.69,Health,6,1,9,Medium
346,2055,2023-01-15 10:00:00,353.18,Clothing,6,1,10,High
347,4815,2023-01-15 11:00:00,172.03,Electronics,6,1,11,Medium
348,4868,2023-01-15 12:00:00,424.85,Health,6,1,12,High
349,3194,2023-01-15 13:00:00,366.76,Electronics,6,1,13,High
350,2212,2023-01-15 14:00:00,104.86,Health,6,1,14,Medium
351,4734,2023-01-15 15:00:00,352.45,Electronics,6,1,15,High
352,3336,2023-01-15 16:00:00,262.54,Electronics,6,1,16,Medium
353,2603,2023-01-15 17:00:00,199.19,Clothing,6,1,17,Medium
354,4250,2023-01-15 18:00:00,29.94,Clothing,6,1,18,Low
355,3119,2023-01-15 19:00:00,356.28,Electronics,6,1,19,High
356,1038,2023-01-15 20:00:00,231.11,Clothing,6,1,20,Medium
357,1955,2023-01-15 21:00:00,411.37,Health,6,1,21,High
358,4919,2023-01-15 22:00:00,173.47,Groceries,6,1,22,Medium
359,2400,2023-01-15 23:00:00,19.74,Groceries,6,1,23,Low
360,3603,2023-01-16 00:00:00,469.83,Health,0,1,0,High
361,2552,2023-01-16 01:00:00,34.02,Electronics,0,1,1,Low
362,4115,2023-01-16 02:00:00,447.48,Clothing,0,1,2,High
363,3240,2023-01-16 03:00:00,413.96,Groceries,0,1,3,High
364,2227,2023-01-16 04:00:00,172.16,Health,0,1,4,Medium
365,4164,2023-01-16 05:00:00,407.83,Health,0,1,5,High
366,2066,2023-01-16 06:00:00,47.8,Clothing,0,1,6,Low
367,1621,2023-01-16 07:00:00,142.14,Electronics,0,1,7,Medium
368,2270,2023-01-16 08:00:00,431.05,Clothing,0,1,8,High
369,3495,2023-01-16 09:00:00,167.84,Electronics,0,1,9,Medium
370,2086,2023-01-16 10:00:00,31.48,Clothing,0,1,10,Low
371,3638,2023-01-16 11:00:00,423.25,Electronics,0,1,11,High
372,2983,2023-01-16 12:00:00,55.8,Electronics,0,1,12,Low
373,1180,2023-01-16 13:00:00,327.17,Health,0,1,13,High
374,4154,2023-01-16 14:00:00,151.2,Clothing,0,1,14,Medium
375,1639,2023-01-16 15:00:00,464.33,Groceries,0,1,15,High
376,1140,2023-01-16 16:00:00,81.01,Groceries,0,1,16,Low
377,1575,2023-01-16 17:00:00,300.24,Clothing,0,1,17,High
378,3415,2023-01-16 18:00:00,263.5,Electronics,0,1,18,Medium
379,3117,2023-01-16 19:00:00,396.8,Electronics,0,1,19,High
380,1918,2023-01-16 20:00:00,120.7,Electronics,0,1,20,Medium
381,2838,2023-01-16 21:00:00,111.07,Health,0,1,21,Medium
382,1791,2023-01-16 22:00:00,163.25,Electronics,0,1,22,Medium
383,2899,2023-01-16 23:00:00,498.48,Electronics,0,1,23,High
384,2761,2023-01-17 00:00:00,20.03,Clothing,1,1,0,Low
385,4042,2023-01-17 01:00:00,59.31,Clothing,1,1,1,Low
386,3638,2023-01-17 02:00:00,395.73,Groceries,1,1,2,High
387,3056,2023-01-17 03:00:00,459.82,Clothing,1,1,3,High
388,2452,2023-01-17 04:00:00,426.96,Health,1,1,4,High
389,4681,2023-01-17 05:00:00,164.44,Clothing,1,1,5,Medium
390,2054,2023-01-17 06:00:00,243.78,Groceries,1,1,6,Medium
